date,year,month,day,1329 iシェアーズ・コア 日経225ETF,1364 ｉシェアーズ JPX日経400 ETF,1369 One ETF 日経225,1385 UBS ETF ユーロ圏大型株50(E･ストックス50),1386 UBS ETF 欧州株(MSCIヨーロッパ),1389 UBS ETF 英国大型株100(FTSE 100),1390 UBS ETF MSCIアジア太平洋株(除く日本),1391 UBS ETF スイス株(MSCIスイス20/35),1392 UBS ETF 英国株(MSCI英国),1458 楽天 ETF-日経レバレッジ指数連動型,1459 楽天 ETF-日経ダブルインバース指数連動型,1473 One ETF トピックス,1474 One ETF JPX日経400,1475 iシェアーズ・コア TOPIX ETF,1476 iシェアーズ・コア Ｊリート ETF,1477 iシェアーズ MSCI 日本株最小分散 ETF,1478 iシェアーズ MSCI ジャパン高配当利回り ETF,1482 iシェアーズ・コア 米国債7-10年ETF(H有),1483 iシェアーズ JPX/S&P 設備･人材投資ETF,1484 One ETF JPX/S&P 設備･人材投資指数,1489 (NEXT FUNDS)日経平均高配当株50指数連動型ETF,1493 One ETF JPX日経中小型,1494 One ETF 高配当日本株,1496 iシェアーズ 米ドル建て投資適格社債ETF(H有),1497 iシェアーズ 米ドル建ハイイールド社債ETF(H有),1498 One ETF ESG,1552 国際のETF VIX短期先物指数,1557 SPDR S&P500 ETF,1575 ChinaAMC CSI 300 Index ETF-JDR,1576 南方 FTSE 中国A株 50 ETF,1577 (NEXT FUNDS)野村日本株高配当70連動型ETF,1655 iシェアーズ S&P500 米国株 ETF,1656 iシェアーズ･コア　米国債7-10年 ETF,1657 iシェアーズ･コア MSCI 先進国株(除く日本)ETF,1658 iシェアーズ･コア MSCI 新興国株 ETF,1659 iシェアーズ 米国リート ETF,1683 One ETF 国内金先物,2516 東証マザーズETF,富士通(株)：前日比,富士通(株)：翌日比
2018-12-20,2018,12,20,-230.0,-260.0,-620.0,10.0,-100.0,-20.0,70.0,-29.0,-29.0,-590.0,290.0,-39.0,-330.0,-38.0,-21.0,-31.0,-46.0,7.0,-19.0,-29.0,-750.0,-50.0,-160.0,15.0,-23.0,-250.0,590.0,-1130.0,-21.0,20.0,-520.0,-56.0,7.0,-43.0,-28.0,-35.0,30.0,-26.0,-245.0,-119.0
2018-12-19,2018,12,19,-620.0,-280.0,-100.0,-95.0,-50.0,20.0,-185.0,-48.0,-49.0,-120.0,50.0,-14.0,-120.0,-8.0,-10.0,-15.0,-10.0,5.0,16.0,-11.0,-200.0,-380.0,-360.0,8.0,0.0,-150.0,-100.0,70.0,4.0,-3.0,-190.0,-5.0,3.0,-4.0,7.0,17.0,10.0,4.0,122.0,-245.0
2018-12-18,2018,12,18,-150.0,-160.0,-450.0,-5.0,-90.0,-40.0,100.0,-3.0,3.0,-380.0,185.0,-32.0,-280.0,-31.0,-11.0,-32.0,-19.0,10.0,6.0,-30.0,-450.0,-150.0,20.0,5.0,-5.0,-210.0,740.0,-480.0,13.0,-2.0,-240.0,-65.0,-15.0,-57.0,-32.0,-92.0,0.0,-23.0,-212.0,122.0
2018-12-17,2018,12,17,-380.0,180.0,140.0,-25.0,-160.0,170.0,-85.0,-24.0,-25.0,130.0,-80.0,3.0,40.0,2.0,2.0,10.0,6.0,0.0,14.0,1.0,0.0,-250.0,-250.0,0.0,1.0,40.0,-100.0,-120.0,7.0,0.0,30.0,-10.0,-2.0,-10.0,-4.0,11.0,80.0,-17.0,119.0,-212.0
2018-12-14,2018,12,14,130.0,70.0,-430.0,45.0,-80.0,20.0,-10.0,17.0,31.0,-420.0,195.0,-25.0,-220.0,-24.0,10.0,-19.0,-26.0,1.0,9.0,-21.0,-500.0,130.0,170.0,9.0,0.0,-190.0,340.0,-320.0,-10.0,-34.0,-330.0,-27.0,5.0,-21.0,-24.0,6.0,5.0,-17.0,-89.0,119.0
2018-12-13,2018,12,13,-430.0,-20.0,220.0,60.0,110.0,180.0,-85.0,36.0,19.0,190.0,-95.0,15.0,70.0,9.0,8.0,9.0,14.0,1.0,1.0,11.0,350.0,240.0,210.0,0.0,4.0,100.0,50.0,100.0,0.0,19.0,210.0,0.0,-5.0,6.0,20.0,-41.0,-115.0,1.0,25.0,-89.0
2018-12-12,2018,12,12,180.0,170.0,460.0,15.0,-40.0,50.0,105.0,-13.0,11.0,430.0,-215.0,30.0,330.0,32.0,4.0,23.0,28.0,-8.0,-6.0,27.0,600.0,-210.0,-190.0,-4.0,-1.0,230.0,-350.0,320.0,14.0,-10.0,390.0,26.0,18.0,22.0,32.0,14.0,120.0,26.0,226.0,25.0
2018-12-11,2018,12,11,480.0,90.0,-90.0,-80.0,50.0,20.0,-5.0,-8.0,-33.0,-50.0,30.0,-14.0,-100.0,-14.0,-3.0,-2.0,-13.0,-3.0,-5.0,-7.0,-500.0,-390.0,-320.0,-1.0,2.0,-90.0,-220.0,260.0,-4.0,-9.0,-340.0,24.0,-7.0,17.0,-2.0,1.0,25.0,-20.0,14.0,226.0
2018-12-10,2018,12,10,-60.0,10.0,-430.0,-30.0,30.0,40.0,10.0,-26.0,-25.0,-460.0,200.0,-34.0,-310.0,-31.0,-22.0,-36.0,-35.0,7.0,-2.0,-29.0,-550.0,60.0,110.0,5.0,-14.0,-240.0,1050.0,-880.0,-5.0,0.0,-360.0,-63.0,-3.0,-51.0,-36.0,-28.0,-35.0,-28.0,-51.0,14.0
2018-12-07,2018,12,7,-480.0,-40.0,180.0,-45.0,100.0,90.0,0.0,-21.0,-34.0,180.0,-85.0,16.0,190.0,11.0,7.0,26.0,6.0,2.0,-1.0,19.0,0.0,-270.0,-200.0,3.0,7.0,110.0,-110.0,150.0,-7.0,17.0,20.0,16.0,9.0,8.0,8.0,48.0,20.0,10.0,211.0,-51.0
2018-12-06,2018,12,6,190.0,0.0,-410.0,-90.0,-60.0,-40.0,20.0,-11.0,-39.0,-400.0,185.0,-33.0,-340.0,-32.0,-2.0,-25.0,-31.0,7.0,0.0,-29.0,-450.0,-130.0,-170.0,0.0,9.0,-270.0,810.0,-550.0,12.0,10.0,-450.0,-39.0,8.0,-34.0,-43.0,-18.0,5.0,-23.0,-65.0,211.0
2018-12-05,2018,12,5,-430.0,-110.0,-150.0,-45.0,100.0,130.0,-100.0,-19.0,-50.0,-150.0,50.0,-12.0,-100.0,-9.0,-1.0,-2.0,-13.0,6.0,5.0,-9.0,-400.0,-310.0,-440.0,4.0,-13.0,-80.0,860.0,-450.0,-10.0,-7.0,-250.0,-43.0,4.0,-38.0,-24.0,-20.0,-5.0,-5.0,-131.0,-65.0
2018-12-04,2018,12,4,-130.0,100.0,-540.0,50.0,-70.0,-120.0,135.0,26.0,30.0,-540.0,210.0,-38.0,-350.0,-39.0,1.0,-35.0,-42.0,12.0,-34.0,-30.0,-750.0,200.0,180.0,13.0,1.0,-310.0,520.0,-550.0,3.0,-1.0,-520.0,-42.0,-11.0,-36.0,-17.0,-8.0,15.0,-13.0,-107.0,-131.0
2018-12-03,2018,12,3,-550.0,-110.0,220.0,-10.0,-90.0,-100.0,-65.0,3.0,0.0,230.0,-90.0,18.0,210.0,21.0,-2.0,12.0,29.0,-4.0,0.0,18.0,550.0,40.0,70.0,-3.0,8.0,160.0,-1310.0,700.0,-6.0,-10.0,270.0,60.0,2.0,35.0,44.0,21.0,-20.0,13.0,86.0,-107.0
2018-11-30,2018,11,30,220.0,0.0,100.0,60.0,-10.0,50.0,-20.0,-7.0,-10.0,100.0,-50.0,9.0,40.0,6.0,10.0,15.0,6.0,3.0,-11.0,9.0,-50.0,130.0,60.0,-1.0,4.0,70.0,70.0,150.0,-2.0,0.0,90.0,8.0,15.0,17.0,-2.0,13.0,-25.0,-1.0,4.0,86.0
2018-11-29,2018,11,29,120.0,120.0,80.0,-20.0,-10.0,-150.0,0.0,18.0,12.0,60.0,-25.0,7.0,70.0,8.0,-13.0,1.0,-6.0,4.0,28.0,1.0,50.0,120.0,-30.0,-4.0,-1.0,50.0,-150.0,350.0,1.0,-9.0,0.0,24.0,0.0,23.0,11.0,4.0,0.0,9.0,80.0,4.0
2018-11-28,2018,11,28,50.0,-360.0,220.0,50.0,-90.0,-20.0,-20.0,11.0,24.0,220.0,-85.0,9.0,50.0,8.0,6.0,6.0,5.0,-1.0,-10.0,6.0,100.0,110.0,180.0,-5.0,5.0,40.0,-320.0,350.0,-6.0,4.0,60.0,25.0,0.0,12.0,35.0,20.0,-65.0,19.0,-101.0,80.0
2018-11-27,2018,11,27,220.0,-70.0,130.0,0.0,90.0,-50.0,-25.0,2.0,-17.0,140.0,-65.0,12.0,130.0,11.0,14.0,8.0,15.0,-2.0,23.0,9.0,200.0,80.0,100.0,1.0,-3.0,120.0,-500.0,250.0,-1.0,34.0,180.0,22.0,1.0,20.0,-2.0,-2.0,-20.0,11.0,106.0,-101.0
2018-11-26,2018,11,26,170.0,10.0,130.0,30.0,-170.0,170.0,-95.0,17.0,31.0,150.0,-70.0,7.0,50.0,6.0,7.0,3.0,1.0,1.0,-13.0,4.0,50.0,120.0,170.0,9.0,1.0,20.0,10.0,-50.0,11.0,-25.0,60.0,-3.0,7.0,-2.0,7.0,9.0,90.0,5.0,-22.0,106.0
2018-11-22,2018,11,22,150.0,190.0,160.0,-50.0,-20.0,0.0,0.0,9.0,1.0,150.0,-65.0,12.0,120.0,12.0,3.0,21.0,18.0,3.0,32.0,15.0,150.0,-70.0,-120.0,-8.0,0.0,80.0,-100.0,110.0,7.0,8.0,120.0,6.0,3.0,13.0,7.0,0.0,0.0,8.0,67.0,-22.0
2018-11-21,2018,11,21,160.0,0.0,-10.0,-30.0,-60.0,130.0,-25.0,-39.0,-21.0,-50.0,30.0,-10.0,-90.0,-9.0,0.0,-9.0,-8.0,-2.0,-33.0,-12.0,-200.0,-130.0,-10.0,0.0,-2.0,-90.0,540.0,-360.0,-15.0,17.0,-170.0,-26.0,18.0,-23.0,-10.0,-10.0,-70.0,-1.0,-57.0,67.0
2018-11-20,2018,11,20,-70.0,30.0,-200.0,-10.0,80.0,-10.0,70.0,18.0,-20.0,-250.0,95.0,-12.0,-100.0,-12.0,-2.0,-10.0,-2.0,3.0,30.0,-8.0,0.0,140.0,10.0,-4.0,-6.0,-70.0,680.0,-500.0,-2.0,1.0,-70.0,-41.0,0.0,-37.0,-15.0,-8.0,-35.0,-23.0,-175.0,-57.0
2018-11-19,2018,11,19,-240.0,-110.0,60.0,5.0,30.0,-220.0,-40.0,-8.0,-25.0,150.0,-55.0,5.0,40.0,9.0,10.0,4.0,5.0,4.0,17.0,5.0,-50.0,-120.0,-90.0,2.0,-10.0,30.0,-660.0,-150.0,12.0,-10.0,-20.0,-1.0,-28.0,-5.0,-6.0,19.0,-30.0,25.0,138.0,-175.0
2018-11-16,2018,11,16,140.0,190.0,-90.0,-30.0,0.0,-160.0,65.0,-24.0,-15.0,-120.0,50.0,-8.0,-40.0,-10.0,-8.0,1.0,-15.0,5.0,-3.0,-2.0,-250.0,-30.0,-80.0,-9.0,-2.0,-20.0,-160.0,250.0,0.0,10.0,-150.0,14.0,6.0,15.0,20.0,-15.0,5.0,-5.0,21.0,138.0
2018-11-15,2018,11,15,-110.0,60.0,-40.0,35.0,10.0,0.0,20.0,-6.0,0.0,-30.0,10.0,-3.0,-80.0,-3.0,11.0,7.0,0.0,9.0,-7.0,0.0,0.0,-40.0,60.0,-4.0,-15.0,-90.0,310.0,-400.0,8.0,-16.0,-10.0,-28.0,0.0,-24.0,7.0,-19.0,-5.0,5.0,19.0,21.0
2018-11-14,2018,11,14,-60.0,140.0,0.0,-90.0,140.0,-60.0,-15.0,-22.0,-31.0,20.0,-10.0,5.0,30.0,5.0,-1.0,1.0,5.0,3.0,-45.0,0.0,50.0,-270.0,-370.0,-2.0,-3.0,50.0,350.0,-250.0,-3.0,-10.0,60.0,-15.0,21.0,-11.0,-5.0,18.0,80.0,-13.0,17.0,19.0
2018-11-13,2018,11,13,30.0,290.0,-450.0,-20.0,0.0,-110.0,25.0,-4.0,-29.0,-480.0,185.0,-33.0,-270.0,-37.0,2.0,-33.0,-36.0,-2.0,0.0,-29.0,-750.0,-110.0,10.0,1.0,-5.0,-250.0,870.0,-500.0,-7.0,0.0,-530.0,-37.0,-9.0,-36.0,-13.0,20.0,0.0,1.0,-196.0,17.0
2018-11-12,2018,11,12,-470.0,-20.0,-20.0,-20.0,160.0,-40.0,5.0,3.0,-20.0,20.0,0.0,-1.0,-10.0,0.0,14.0,5.0,5.0,5.0,-25.0,0.0,-50.0,-50.0,-90.0,4.0,-14.0,-20.0,70.0,-100.0,-39.0,-3.0,-10.0,-12.0,2.0,-7.0,-10.0,13.0,95.0,-20.0,0.0,-196.0
2018-11-09,2018,11,9,20.0,-110.0,-200.0,30.0,0.0,-50.0,50.0,15.0,60.0,-230.0,85.0,-12.0,-110.0,-7.0,-12.0,-2.0,-12.0,2.0,-3.0,-13.0,-200.0,160.0,250.0,-1.0,7.0,-60.0,130.0,100.0,-1.0,-11.0,-10.0,4.0,1.0,0.0,-43.0,-44.0,-5.0,-5.0,-9.0,0.0
2018-11-08,2018,11,8,-220.0,-480.0,450.0,10.0,70.0,-130.0,45.0,-2.0,0.0,390.0,-170.0,21.0,300.0,26.0,4.0,38.0,23.0,-7.0,-20.0,31.0,450.0,160.0,110.0,7.0,6.0,140.0,-690.0,600.0,-12.0,-20.0,390.0,50.0,15.0,36.0,35.0,30.0,-5.0,26.0,136.0,-9.0
2018-11-07,2018,11,7,390.0,40.0,-90.0,0.0,-20.0,140.0,10.0,10.0,0.0,-50.0,25.0,2.0,-90.0,-5.0,-5.0,-5.0,-9.0,5.0,-2.0,-11.0,-400.0,-30.0,60.0,1.0,3.0,0.0,-650.0,150.0,-3.0,-10.0,-240.0,13.0,-7.0,16.0,2.0,-32.0,-40.0,9.0,-32.0,136.0
2018-11-06,2018,11,6,-50.0,-410.0,180.0,30.0,-220.0,-250.0,-20.0,-11.0,-10.0,260.0,-105.0,16.0,130.0,19.0,2.0,20.0,23.0,-3.0,20.0,21.0,550.0,-50.0,-50.0,10.0,4.0,130.0,-340.0,400.0,0.0,-5.0,350.0,23.0,2.0,10.0,8.0,38.0,-5.0,6.0,127.0,-32.0
2018-11-05,2018,11,5,230.0,50.0,-280.0,60.0,20.0,210.0,-190.0,31.0,50.0,-370.0,145.0,-14.0,-150.0,-16.0,5.0,-14.0,-24.0,-8.0,10.0,-14.0,-600.0,220.0,160.0,-12.0,-2.0,-160.0,450.0,-400.0,6.0,-1.0,-220.0,-29.0,-2.0,-18.0,-21.0,-19.0,-5.0,5.0,-66.0,127.0
2018-11-02,2018,11,2,-330.0,-150.0,590.0,15.0,-130.0,50.0,60.0,0.0,21.0,560.0,-260.0,27.0,280.0,24.0,2.0,19.0,34.0,-1.0,-20.0,31.0,550.0,20.0,-380.0,2.0,9.0,240.0,-630.0,450.0,16.0,-14.0,350.0,37.0,-4.0,39.0,72.0,10.0,-70.0,31.0,64.0,-66.0
2018-11-01,2018,11,1,580.0,-170.0,-250.0,65.0,50.0,30.0,-50.0,31.0,24.0,-230.0,95.0,-14.0,-130.0,-13.0,5.0,-24.0,-59.0,-3.0,-11.0,-28.0,-500.0,370.0,310.0,-2.0,-6.0,-110.0,-280.0,100.0,-15.0,-4.0,-230.0,7.0,-8.0,7.0,22.0,-27.0,0.0,-8.0,4.0,64.0
2018-10-31,2018,10,31,-240.0,370.0,430.0,20.0,-240.0,130.0,-10.0,24.0,35.0,440.0,-210.0,34.0,260.0,36.0,-3.0,30.0,41.0,-6.0,-46.0,30.0,700.0,240.0,90.0,-13.0,4.0,240.0,-210.0,550.0,17.0,18.0,330.0,40.0,7.0,34.0,25.0,22.0,-140.0,24.0,123.0,4.0
2018-10-30,2018,10,30,470.0,50.0,340.0,-20.0,100.0,-260.0,-70.0,28.0,-5.0,290.0,-140.0,16.0,150.0,21.0,1.0,8.0,20.0,-3.0,1.0,8.0,400.0,-100.0,120.0,0.0,-1.0,180.0,-20.0,160.0,11.0,-2.0,250.0,11.0,-4.0,11.0,4.0,27.0,-130.0,26.0,117.0,123.0
2018-10-29,2018,10,29,320.0,-240.0,50.0,15.0,120.0,40.0,-10.0,-22.0,5.0,-40.0,20.0,2.0,40.0,-7.0,7.0,0.0,-6.0,1.0,-31.0,1.0,-100.0,-210.0,-80.0,-1.0,-8.0,-40.0,-210.0,-20.0,27.0,-12.0,20.0,-5.0,13.0,2.0,10.0,-25.0,420.0,-35.0,-381.0,117.0
2018-10-26,2018,10,26,-50.0,40.0,-110.0,-125.0,70.0,210.0,60.0,-51.0,-50.0,-80.0,20.0,-5.0,-70.0,-5.0,2.0,-2.0,1.0,2.0,-12.0,-7.0,0.0,-480.0,-520.0,1.0,4.0,-10.0,660.0,-10.0,-17.0,0.0,-40.0,2.0,19.0,-7.0,-3.0,13.0,-20.0,-15.0,-142.0,-381.0
2018-10-25,2018,10,25,-80.0,-630.0,-960.0,35.0,-170.0,-140.0,-220.0,19.0,-5.0,-830.0,365.0,-52.0,-430.0,-51.0,-10.0,-45.0,-48.0,9.0,-1.0,-42.0,-950.0,-30.0,80.0,-1.0,-13.0,-390.0,890.0,-930.0,-6.0,0.0,-660.0,-70.0,-11.0,-56.0,-59.0,11.0,20.0,-48.0,-289.0,-142.0
2018-10-24,2018,10,24,-870.0,30.0,140.0,-95.0,80.0,120.0,-5.0,-28.0,-49.0,90.0,-40.0,0.0,-40.0,0.0,-2.0,13.0,0.0,1.0,-25.0,0.0,-100.0,-360.0,-620.0,-1.0,5.0,-60.0,-190.0,100.0,0.0,10.0,-10.0,10.0,0.0,6.0,9.0,20.0,-65.0,2.0,106.0,-289.0
2018-10-23,2018,10,23,100.0,-260.0,-620.0,10.0,-290.0,-60.0,15.0,34.0,14.0,-630.0,240.0,-50.0,-410.0,-45.0,-9.0,-57.0,-53.0,5.0,15.0,-41.0,-900.0,50.0,110.0,2.0,-9.0,-330.0,610.0,-500.0,0.0,18.0,-630.0,-39.0,2.0,-31.0,-48.0,-34.0,-130.0,-15.0,-100.0,106.0
2018-10-22,2018,10,22,-620.0,-40.0,120.0,-40.0,0.0,-70.0,-20.0,-10.0,-19.0,90.0,-30.0,11.0,80.0,3.0,3.0,12.0,4.0,-2.0,6.0,7.0,0.0,-80.0,-150.0,-2.0,-6.0,60.0,260.0,-100.0,-12.0,0.0,70.0,-4.0,-20.0,-6.0,18.0,5.0,60.0,2.0,-19.0,-100.0
2018-10-19,2018,10,19,100.0,-70.0,-130.0,-25.0,-210.0,-280.0,30.0,-15.0,-21.0,-140.0,45.0,-14.0,-150.0,-11.0,-9.0,-9.0,-17.0,5.0,18.0,-13.0,-250.0,-30.0,60.0,-5.0,-5.0,-130.0,310.0,-200.0,-2.0,-27.0,-190.0,-16.0,0.0,-21.0,-31.0,16.0,20.0,-6.0,63.0,-19.0
2018-10-18,2018,10,18,-130.0,-210.0,-200.0,45.0,-70.0,60.0,-90.0,30.0,30.0,-180.0,65.0,-7.0,-40.0,-11.0,7.0,0.0,-5.0,-6.0,-11.0,-2.0,-50.0,340.0,340.0,-8.0,-4.0,-20.0,340.0,-100.0,-6.0,1.0,-30.0,-5.0,26.0,-1.0,6.0,-4.0,-40.0,-1.0,-59.0,63.0
2018-10-17,2018,10,17,-190.0,190.0,320.0,50.0,0.0,110.0,-10.0,13.0,20.0,300.0,-120.0,28.0,260.0,27.0,9.0,25.0,25.0,0.0,26.0,26.0,350.0,-40.0,70.0,2.0,11.0,200.0,-780.0,700.0,6.0,-22.0,280.0,47.0,-10.0,33.0,39.0,43.0,-10.0,8.0,131.0,-59.0
2018-10-16,2018,10,16,300.0,-10.0,260.0,-80.0,30.0,200.0,75.0,-33.0,-32.0,270.0,-115.0,3.0,50.0,14.0,13.0,11.0,21.0,1.0,0.0,2.0,450.0,-170.0,-180.0,3.0,1.0,50.0,-170.0,50.0,0.0,-9.0,240.0,6.0,-5.0,11.0,5.0,5.0,-5.0,7.0,9.0,131.0
2018-10-15,2018,10,15,270.0,20.0,-420.0,55.0,-100.0,50.0,-105.0,0.0,2.0,-450.0,185.0,-24.0,-210.0,-87.0,-8.0,-22.0,-27.0,4.0,7.0,-21.0,-500.0,120.0,-110.0,-5.0,1.0,-170.0,540.0,-350.0,7.0,16.0,-290.0,-24.0,-13.0,-22.0,-13.0,-19.0,95.0,-13.0,-37.0,9.0
2018-10-12,2018,10,12,-440.0,20.0,130.0,-155.0,-50.0,-640.0,-100.0,-56.0,-79.0,120.0,-65.0,3.0,60.0,59.0,-9.0,-11.0,3.0,-7.0,-11.0,0.0,-100.0,-640.0,-640.0,-8.0,9.0,10.0,-890.0,300.0,-5.0,3.0,-90.0,27.0,17.0,28.0,50.0,-42.0,70.0,23.0,40.0,-37.0
2018-10-11,2018,10,11,100.0,80.0,-950.0,-15.0,50.0,360.0,120.0,13.0,10.0,-990.0,340.0,-68.0,-660.0,-62.0,-3.0,-60.0,-63.0,10.0,30.0,-58.0,-1250.0,100.0,160.0,14.0,-11.0,-520.0,2250.0,-1600.0,-2.0,0.0,-790.0,-126.0,-5.0,-109.0,-105.0,-46.0,10.0,-38.0,-317.0,40.0
2018-10-10,2018,10,10,-940.0,180.0,0.0,-125.0,0.0,-270.0,-20.0,-56.0,-91.0,10.0,-15.0,4.0,40.0,1.0,-2.0,15.0,3.0,5.0,33.0,4.0,150.0,-250.0,-380.0,1.0,-10.0,0.0,110.0,-50.0,23.0,7.0,100.0,-5.0,-7.0,-3.0,-1.0,7.0,-10.0,1.0,33.0,-317.0
2018-10-09,2018,10,9,50.0,80.0,-300.0,20.0,40.0,10.0,-40.0,-12.0,-10.0,-340.0,105.0,-34.0,-240.0,-33.0,16.0,-32.0,-32.0,-15.0,10.0,-31.0,-450.0,-200.0,-20.0,-27.0,-37.0,-230.0,430.0,-400.0,-3.0,0.0,-390.0,-31.0,-22.0,-38.0,-25.0,10.0,5.0,-11.0,-94.0,33.0
2018-10-05,2018,10,5,-330.0,40.0,-180.0,10.0,-30.0,50.0,0.0,-7.0,10.0,-170.0,60.0,-4.0,-150.0,-6.0,-8.0,9.0,-11.0,3.0,10.0,-8.0,-50.0,70.0,80.0,-1.0,-11.0,-90.0,80.0,-200.0,20.0,18.0,-20.0,-13.0,-7.0,-17.0,-25.0,-13.0,-5.0,-23.0,-98.0,-94.0
2018-10-04,2018,10,4,-160.0,170.0,-140.0,-50.0,150.0,70.0,30.0,-2.0,3.0,-170.0,45.0,-3.0,20.0,-2.0,-7.0,-17.0,-1.0,-23.0,0.0,-3.0,150.0,-240.0,-370.0,-29.0,-6.0,40.0,230.0,-50.0,-5.0,4.0,20.0,-1.0,8.0,1.0,-34.0,-20.0,-5.0,-9.0,-49.0,-98.0
2018-10-03,2018,10,3,-140.0,310.0,-120.0,-15.0,20.0,80.0,-10.0,-10.0,-3.0,-170.0,35.0,-24.0,-190.0,-22.0,-5.0,-16.0,-22.0,0.0,15.0,-19.0,-900.0,-40.0,70.0,4.0,2.0,-170.0,-60.0,50.0,10.0,-4.0,-580.0,3.0,-6.0,2.0,4.0,-6.0,40.0,3.0,-245.0,-49.0
2018-10-02,2018,10,2,-200.0,160.0,-40.0,-65.0,80.0,-80.0,0.0,6.0,-20.0,-10.0,15.0,8.0,70.0,6.0,-1.0,12.0,9.0,-3.0,-60.0,11.0,100.0,0.0,-70.0,-2.0,-2.0,60.0,170.0,-50.0,-4.0,-25.0,100.0,-9.0,2.0,-9.0,-30.0,-19.0,-60.0,-15.0,67.0,-245.0
2018-10-01,2018,10,1,20.0,190.0,20.0,40.0,-10.0,80.0,30.0,4.0,2.0,150.0,-45.0,2.0,20.0,2.0,-4.0,-10.0,3.0,-2.0,59.0,3.0,100.0,50.0,160.0,3.0,7.0,10.0,-180.0,200.0,1.0,20.0,50.0,22.0,4.0,4.0,-1.0,38.0,-20.0,-3.0,-93.0,67.0
2018-09-28,2018,9,28,130.0,-70.0,450.0,30.0,150.0,160.0,-40.0,9.0,-2.0,350.0,-110.0,10.0,80.0,17.0,4.0,20.0,25.0,4.0,-9.0,10.0,400.0,-130.0,-230.0,5.0,5.0,100.0,-130.0,350.0,5.0,-10.0,260.0,24.0,10.0,24.0,33.0,14.0,-40.0,10.0,140.0,-93.0
2018-09-27,2018,9,27,350.0,100.0,-190.0,0.0,-30.0,0.0,-10.0,20.0,30.0,-230.0,65.0,-13.0,-100.0,-23.0,1.0,-20.0,-14.0,2.0,-20.0,-10.0,-150.0,180.0,180.0,5.0,-3.0,-70.0,240.0,-200.0,-3.0,1.0,-220.0,-19.0,-1.0,-19.0,-13.0,-22.0,5.0,-8.0,-263.0,140.0
2018-09-26,2018,9,26,-220.0,80.0,230.0,-55.0,0.0,20.0,20.0,-39.0,10.0,270.0,-85.0,41.0,140.0,16.0,21.0,14.0,5.0,4.0,5.0,12.0,100.0,140.0,80.0,-4.0,0.0,120.0,-40.0,0.0,-11.0,10.0,90.0,3.0,4.0,14.0,13.0,3.0,-70.0,18.0,-43.0,-263.0
2018-09-25,2018,9,25,240.0,-160.0,50.0,155.0,100.0,20.0,10.0,40.0,40.0,40.0,-10.0,-12.0,80.0,19.0,5.0,-19.0,18.0,-7.0,-6.0,12.0,450.0,200.0,250.0,-1.0,-1.0,60.0,-40.0,-150.0,-4.0,9.0,230.0,-8.0,4.0,-12.0,-18.0,-34.0,10.0,9.0,229.0,-43.0
2018-09-21,2018,9,21,60.0,-80.0,180.0,15.0,-20.0,130.0,100.0,-1.0,10.0,240.0,-75.0,18.0,160.0,16.0,-8.0,49.0,25.0,-4.0,-11.0,12.0,400.0,-10.0,0.0,0.0,-2.0,120.0,-120.0,450.0,1.0,8.0,300.0,32.0,-1.0,39.0,46.0,25.0,105.0,14.0,-99.0,229.0
2018-09-20,2018,9,20,200.0,-120.0,20.0,45.0,-90.0,40.0,-30.0,11.0,50.0,-10.0,-5.0,3.0,40.0,0.0,-3.0,-3.0,-1.0,-2.0,1.0,-2.0,100.0,190.0,250.0,-3.0,4.0,20.0,-220.0,-50.0,9.0,-44.0,40.0,-1.0,0.0,-2.0,6.0,-21.0,-75.0,0.0,-14.0,-99.0
2018-09-19,2018,9,19,-10.0,-50.0,210.0,-10.0,-70.0,40.0,-10.0,0.0,0.0,290.0,-90.0,24.0,230.0,26.0,3.0,18.0,27.0,-8.0,4.0,23.0,500.0,230.0,440.0,-9.0,4.0,180.0,-150.0,300.0,0.0,17.0,350.0,20.0,-2.0,23.0,24.0,-7.0,20.0,-9.0,149.0,-14.0
2018-09-18,2018,9,18,270.0,-80.0,380.0,45.0,0.0,80.0,20.0,19.0,4.0,330.0,-125.0,35.0,300.0,32.0,2.0,43.0,43.0,0.0,6.0,30.0,600.0,160.0,140.0,3.0,-4.0,260.0,160.0,50.0,-29.0,-13.0,500.0,-7.0,8.0,-8.0,-16.0,-4.0,40.0,9.0,57.0,149.0
2018-09-14,2018,9,14,330.0,-30.0,250.0,5.0,0.0,120.0,90.0,7.0,16.0,310.0,-110.0,15.0,140.0,18.0,8.0,1.0,24.0,-6.0,16.0,14.0,500.0,170.0,260.0,0.0,5.0,130.0,-270.0,50.0,5.0,21.0,220.0,22.0,1.0,21.0,33.0,16.0,-10.0,18.0,36.0,57.0
2018-09-13,2018,9,13,280.0,-80.0,250.0,0.0,-120.0,40.0,-40.0,-14.0,-10.0,220.0,-95.0,20.0,220.0,20.0,-4.0,18.0,20.0,2.0,12.0,24.0,400.0,-150.0,-130.0,3.0,7.0,210.0,-60.0,-100.0,-4.0,0.0,240.0,-3.0,-10.0,0.0,14.0,-4.0,0.0,-1.0,108.0,36.0
